id;artist_name;track_name;release_date;genre;violence;loudness;energy;age
81173;sentino;ich bin deutscher hip hop ii (feat. olli banjo & megaloh);2006;hip hop;0.6696316165333714;0.7467887085608799;0.7086996110389032;0.2
81350;83;appel local;2009;hip hop;0.5042850336737795;0.7731200164089942;0.7517439984111614;0.15714285714285714
81418;pato pooh;x&o (feat. blowsight);2010;hip hop;0.6777971780213026;0.7519421582955157;0.7807739340808241;0.14285714285714285
81498;killah priest;come with me;2011;hip hop;0.7191136620719805;0.7592492885162679;0.8418369022135626;0.12857142857142856
81546;grandmaster melle mel;grndmza 5;2012;hip hop;0.6354782691295049;0.7733764069430556;0.7537460629401037;0.11428571428571428
81602;lil b;hip hop based freestyle;2012;hip hop;0.5346753122609536;0.8283978155526497;0.960959741685626;0.11428571428571428
81629;todd terry;all the massive;2013;hip hop;0.6399338096365679;0.7328667025613413;0.8988957412884165;0.1
81680;dj tomekk;real hip hop;2013;hip hop;0.8060612082365373;0.7623259749250058;0.8198141923951979;0.1
81723;krs-one;big up new york (feat. black moon, smif-n-wessun, mad lion, funkmaster flex);2014;hip hop;0.5738172772782777;0.730892495449068;0.7247161272704413;0.08571428571428572
81743;kaveli;ich wei· noch genau;2014;hip hop;0.5345127887500787;0.835884419147245;0.8608565152385138;0.08571428571428572
81765;metal carter;amico di chi?;2015;hip hop;0.7214492011208895;0.845729815655206;0.7977914825768332;0.07142857142857142
81780;primo;warmachine;2015;hip hop;0.6610188199596971;0.7942978745224726;0.9489473545119727;0.07142857142857142
81891;k kutta;hop up;2017;hip hop;0.6123909617469925;0.7616337204830397;0.7117027078323166;0.04285714285714286
82122;nappy roots;headz up;2018;hip hop;0.550538491790135;0.7853498448837268;0.7707636114361128;0.02857142857142857
